CountryID,CountryName,Region,IncomeLevel,ECIID,Year,FDINet,FDIInflowstoGDP,FDIInflows,FDIOutflowsPercent,FDIOutflows,GDP,GDPgrowth,GrossNationalSpending,InflationConsumerPrices,InflationRate,InflationPercent,GoodsNetTrade,GoodsandServicesNetTrade,TradePercent,ServicesTradedPercent,GovernmentSpendingToGDP,GovernmentSpendingAnnualGrowth,GovernmentSpending,GovernmentEducationSpendingToGDP,GovernmentEducationSpendingToTotalSpending,GovernmentMilitarySpendingToGDP,GovernmentMilitarySpendingToTotalSpending,GovernmentMilitarySpending,ElectricityAccess,AgriculturalCarbonDioxide,TransportCarbonDioxide,WasteCarbonDioxide,ForestArea,RenewableEnergyConsumption,TotalGreenhouseGas,LongTermExternalDebt,TotalPSD,LongTermPSD,ShortTermPSD,InterestPaymentsPercent,ExternalDebt,TotalDebt,FemaleLifeExpectancy,MaleLifeExpectancy,TotalLifeExpectancy,AdultLiteracyRate,YouthLiteracyRate,BasicDrinkingWater,SafelyManagedDrinkingWater,BasicHandwashing,PovertyRatio,NationalPovertyRatio,SocialPovertyRatio,UnemploymentwithAdvancedEducation,UnemploymentwithBasicEducation,UnemploymentWithintermediateEducation,TotalUnemployment,YouthUnemployment,ExchangeRate
CZE,Czechia,Europe & Central Asia,High income,ECI-CZE-2021,2021,-1345996110,4.430295246,12890950336,3.967694098,11544907218,290973000000.0,4.029018306,2.80143E+11,3.839844915,4.034426389,4.034426389,5105397883,10760274186,137.3781163,19.12790182,2.779874599,1.356298634,64379634.49,4.831997687,1.876935339,1.397345793,3.456175797,393563965.5,100,0.159,18.8332,0.0569,34.70669802,17.2,11.74900807,,,,,1.98,,,80.5,74.1,77.22195122,,,99.8807193,97.88292555,,0.1,10.2,6.9,1.359,12.861,2.686,2.803,8.151,21.67816667
DEU,Germany,Europe & Central Asia,High income,ECI-DEU-2021,2021,96711985272,2.349165282,1.02149E+11,4.573353851,1.98863E+11,4348300000000.0,3.669999862,4.12399E+12,3.066666667,2.802929388,2.802929388,2.22971E+11,2.25272E+11,80.15661805,18.70123899,21.67421922,3.124457367,9.4246E+11,5.454889774,9.661725998,1.321272429,2.593482363,56513126774,100,0.6946,147.2432,0.0649,32.68267552,17.6,9.417374218,,,,,0.87,,,83.3,78.4,80.7902439,,,100,99.91604275,,,14.8,,2.404,7.686,3.097,3.594,6.662,0.845494139
DJI,Djibouti,Middle East & North Africa,Lower middle income,ECI-DJI-2021,2021,-166750130.8,4.924947968,166750130.8,,,3385825229.0,4.522347746,2640133949,1.181917753,1.701031369,1.701031369,-723184091.9,-323102109.5,264.0202535,48.03978716,18.1836517,-2.478219491,61566591.35,,,,,,65.4,,0.3706,,0.253377912,26.6,1.916079226,2427068217,,,,,,1.84,65.019,59.728,62.305,,,76.10704703,,,,,,,,,,,177.721
DMA,Dominica,Latin America & Caribbean,Upper middle income,ECI-DMA-2021,2021,-26008317.07,5.103622607,28338715.13,0.419689889,2330398.059,555266666.7,6.890549417,,1.48319445,3.025965159,3.025965159,-181214578.2,-196019473.1,,37.37612094,,,,5.465845183,7.767327387,,,,100,,0.0253,0.0001,63.82666667,8.8,2.117496503,335482942.7,,,,,,4.5,76.301,69.725,72.814,,,,,,,,,,,,,,2.7
DNK,Denmark,Europe & Central Asia,High income,ECI-DNK-2021,2021,19477235886,4.162143452,16997286703,8.931554665,36474522589,408378000000.0,7.38206629,3.82908E+11,1.85304544,2.768919199,2.768919199,13572681019,25468002370,111.4140437,45.52866234,23.84555189,4.613469263,973829747.5,6.999929949,11.82595926,1.312223662,2.614446124,5273695929,100,0.0561,11.1979,0.001,15.7345,39.5,7.673390609,,,,,1.34,,,83.3,79.6,81.40487805,,,99.99999983,99.91882718,,0.7,12.4,8,3.995,8.46,4.46,5.043,10.833,6.287113083
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,ECI-DOM-2021,2021,-3196800000,3.554306273,3349700000,0.162239433,152900000,94243425938.0,12.27199023,1.02942E+11,8.24300348,7.777158111,7.777158111,-11795600000,-8089100000,52.73486707,13.28697453,11.46511231,0.614895541,185114631.2,3.747313499,19.59417725,0.647239949,3.491451876,611467713.1,98.1,0.1804,8.0054,0.0005,44.65307911,14.8,4.154097155,39973161083,59255103431,59251322334,15124386.08,17.5,,3.96,76.291,69.298,72.615,,98.83999634,96.70461445,44.86265823,48.2114397,1.8,23.9,20.4,8.054,5.952,10.623,7.702,17.029,57.22111667
DZA,Algeria,Middle East & North Africa,Upper middle income,ECI-DZA-2021,2021,-920974182.9,0.46672848,869194073,-0.027804207,-51780109.91,186231000000.0,3.8,1.86135E+11,7.226063074,15.93259959,15.93259959,1233332597,-2446197013,46.83705926,5.436244561,18.42862894,1.27,34319857786,5.514328473,16.56973267,5.578287853,15.24956856,911246115.3,99.8,0.1117,43.3215,0.0023,0.822227648,0.1,5.673357126,1476063370,,,,,,0.11,77.959,74.879,76.377,,,94.63210204,70.54703078,84.73937234,,,,,,,,,135.0640583
ECU,Ecuador,Latin America & Caribbean,Upper middle income,ECI-ECU-2021,2021,-648567150.9,0.60368273,648567150.9,,,107435000000.0,9.818417748,1.06513E+11,0.133251386,2.049010828,2.049010828,2992599674,909618433.8,53.15119869,5.791813415,14.34917347,0.467678812,1541649,3.647769928,9.756155542,2.268911937,5.996539762,24881,100,0.5443,19.1629,0.0046,50.06265099,18.9,3.881005431,48680280652,,,,3.66,,6.24,77.462,70.26,73.67,94,96.33000183,95.67799951,67.04490248,87.20131409,4.3,27.7,27.4,6.299,2.619,6.731,4.504,9.033,1
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,ECI-EGY-2021,2021,-4755300000,1.206178611,5122300000,0.086419685,367000000,424672000000.0,3.290646012,4.61765E+11,5.214049405,4.847156432,4.847156432,-34470624000,-35699565000,29.85697348,10.60188801,7.558435533,3.376491495,3296876992,,,1.122927143,4.764876631,5165445627,100,2.7983,55.1137,0.0004,0.045185594,6.1,2.994907721,109000000000,,,,,,4.47,72.608,67.935,70.221,,,98.7679087,,,,,,15.277,4.885,7.039,7.441,17.62,15.64452728
ERI,Eritrea,Sub-Saharan Africa,Low income,ECI-ERI-2021,2021,,,,,,,,,,,,,,,,,,,,,,,,52.5,,0.2251,,8.692108346,80.7,1.904910866,680385138.6,,,,,,,68.655,64.35,66.536,,,,,,,,,,,,,,15.075
ESP,Spain,Europe & Central Asia,High income,ECI-ESP-2021,2021,-13392361521,4.422729025,64626902394,3.506147209,51233397346,1461240000000.0,6.683144185,1.44678E+12,3.09313512,2.556112384,2.556112384,-24761079140,14534303918,66.52458894,13.29893924,21.51364912,3.361725455,3693648689,4.865698662,9.282759857,1.352117746,2.754794525,19544465468,100,0.9753,86.5391,3.9722,37.17275211,19,6.508282873,,,,,4.89,,,86.2,80.4,83.22926829,,,99.92538111,99.56429638,,3.3,20.4,16.9,9.368,20.971,16.02,14.781,34.796,0.845494139
EST,Estonia,Europe & Central Asia,High income,ECI-EST-2021,2021,-1211996050,20.30639491,7554905496,17.04874377,6342910626,37204563051.0,7.154447483,37433299114,4.653166738,5.372329156,5.372329156,-1613478382,-529296352.6,160.3946816,51.56725717,19.81568689,3.864588949,7372339693,5.263298198,14.25197416,2.386622133,4.853922245,74858889.39,100,0.071,2.3784,0.0001,57.03859649,38,11.48338157,,,,,0.23,,,81.4,72.7,76.94390244,99.87000275,99.98999786,99.99999915,97.00866426,,0.4,22.8,10,3.445,14.234,6.854,6.178,16.712,0.845494139
ETH,Ethiopia,Sub-Saharan Africa,Low income,ECI-ETH-2021,2021,-4259445795,3.828306408,4259445795,,,111262000000.0,5.641530717,1.21366E+11,26.83952216,21.76326407,21.76326407,-10403210415,-11363400666,24.34503933,10.86796827,8.835824527,2.563123242,98394743.26,4.652489662,23.56242236,0.492152228,3.565651153,48784861.13,54.2,0.4032,7.1509,0.0015,15.05930418,90.6,1.349554655,30152182984,,,,7.03,,1.82,68.285,61.91,64.975,,,50.04256282,12.88151333,8.246602022,,,,10.561,4.539,7.677,3.935,6.392,43.73377832
FIN,Finland,Europe & Central Asia,High income,ECI-FIN-2021,2021,-3470347078,8.014062917,23579233205,6.833758101,20106502481,294223000000.0,2.734713486,2.9403E+11,2.194574323,2.434612369,2.434612369,2582770606,108592733.4,79.78927819,24.13488188,24.79538843,3.889253957,7295378786,6.538259984,1.23112217,1.291232769,2.315724772,3831598865,100,,9.8709,,73.72649966,50.2,9.465464553,,,,,1.18,,,84.6,79.3,81.88536585,,,100,99.63990231,,1.5,12.7,7.8,4.598,15.986,8.384,7.617,17.119,0.845494139
FJI,Fiji,East Asia & Pacific,Upper middle income,ECI-FJI-2021,2021,-377691869.4,9.521290332,409894560.5,0.748024493,32202691.02,4305031631.0,-4.881036056,5476798912,0.155855722,-2.513063125,-2.513063125,-946693928.2,-1172500874,81.72520896,18.42808698,23.67178846,,116296516.2,4.852686452,13.55917785,1.599219693,4.499196184,68726851.85,92.1,,1.0032,,62.76409414,29.7,3.426488828,1904631358,,,,11.76,,3.31,68.877,65.426,67.114,,97.58000183,95.45346194,41.73755481,86.4747201,,,,,,,,,2.070633333
FRA,France,Europe & Central Asia,High income,ECI-FRA-2021,2021,20202234021,3.304053122,98012545019,3.985080784,1.18215E+11,2966430000000.0,6.882337866,3.0024E+12,1.64233141,1.22181611,1.22181611,-77149309727,-30254890619,63.78848263,19.70752501,24.35159842,6.583914484,72237423.86,5.433898811,8.875411336,1.914461151,3.241615235,56646996216,100,2.0937,118.914,2.3027,31.66136128,16.2,6.330623594,,,,,2.72,,,85.5,79.3,82.32439024,,,100,99.64470644,,1.4,15.6,13.3,5.321,14.444,8.48,7.871,19.5,0.845494139
FRO,Faroe Islands,Europe & Central Asia,High income,ECI-FRO-2021,2021,,,,,,3664686797.0,5.504380173,3647206595,,2.025444106,2.025444106,,,104.473032,,28.82688159,,156414923.7,,,,,,100,,,0.002,0.058394161,5.1,0.956578824,,,,,,,,85.3,81,83.09756098,,,100,,,,,,,,,,,6.287113083
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,ECI-FSM-2021,2021,,,,,,390000000.0,2.8,,3.191284066,1.98318062,1.98318062,,,87.60648718,,,,,,,,,,83.6,,,,92.07142857,2.1,0.429119186,,,,,,,,74.608,67.12,70.71,,,,,,,,,,,,,,1
GAB,Gabon,Sub-Saharan Africa,Upper middle income,ECI-GAB-2021,2021,,,,,,19444935097.0,1.467957315,12341714155,1.086907465,20.33840918,20.33840918,,,85.34831221,,11.81726452,3.161893918,2297859317,2.779278946,15.35516357,1.549233649,9.285875536,311454928.6,91.8,,0.1768,0.0003,91.27457601,91.3,7.921793125,6389438820,,,,20.36,,6.74,68.494,63.488,65.821,88.8583374,93.98143005,86.62492936,,,,,,,,,,,554.530675
GBR,United Kingdom,Europe & Central Asia,High income,ECI-GBR-2021,2021,1.55693E+11,0.160847823,5055966701,5.113966955,1.60749E+11,3143320000000.0,8.575950905,3.15036E+12,2.518371096,0.066556623,0.066556623,-2.22966E+11,-6976068153,58.58453662,22.40139639,22.25938567,14.89768862,699684457.4,5.945811627,11.54573598,2.732223588,4.581429597,65136216155,100,1.5625,104.3231,0.0573,13.22145538,12.2,6.260740188,,6180000000000,,105000000000,6.35,,,82.8,78.7,80.7,,,99.99999864,99.81627467,,,,13.2,3.278,7.486,5.015,4.865,12.962,0.727064945
GEO,Georgia,Europe & Central Asia,Upper middle income,ECI-GEO-2021,2021,-923928972.8,6.742951464,1271256434,1.8422815,347327460.7,18853115589.0,10.64423366,21917202335,9.566914338,10.22958765,10.22958765,-3789550186,-3064983355,101.6009075,23.17445678,14.12665948,7.942671582,2663315440,3.594419956,12.46913539,1.611535733,5.157341993,3489434.431,100,0.0841,4.1656,,40.61591596,25.2,4.901108502,18524110107,15669830261,11762364729,3907465532,4.85,,15.22,76.681,66.803,71.694,,,94.82521607,68.88145941,91.72693874,5.5,17.5,27.1,,,,,,3.221558333
GHA,Ghana,Sub-Saharan Africa,Lower middle income,ECI-GHA-2021,2021,-2413884871,3.185922516,2533586462,0.150521799,119701590.7,79524421861.0,5.076466435,81590141878,9.971088675,12.10610163,12.10610163,1098797425,-2065731049,62.70783091,27.05072803,8.565387778,12.65519291,6366449334,3.419494395,12.16741467,0.382741964,1.465236788,298345433.6,86.3,,10.0499,,35.12867716,39,1.445025495,35251780055,,,,34.99,,5.41,66.014,61.63,63.795,,,87.39227104,43.59805752,41.61615555,,,,3.847,2.948,3.871,3.195,1.156,5.8057
GIB,Gibraltar,Europe & Central Asia,High income,ECI-GIB-2021,2021,,,,,,,,,,,,,,,,,,,,7.618313789,,,,100,,0.5283,0.0006,,,18.16701937,,,,,,,,81.701,77.108,79.329,,,100,100,,,,,,,,,,0.727064945
GIN,Guinea,Sub-Saharan Africa,Lower middle income,ECI-GIN-2021,2021,-200730000,1.157704963,197610000,-0.018278627,-3120000,17069115738.0,5.582332811,17539927393,12.59728826,11.98629786,11.98629786,6051510000,4912760000,115.1955328,6.988001126,17.48235537,5.721318324,29842828.54,2.474811935,11.51667976,1.532132188,9.958547945,24455859.42,46.8,,1.725,,25.02441804,66.8,1.96865719,3539699852,,,,,,0.95,60.099,57.595,58.892,45.33000183,60.33000183,70.17919763,,20.55502185,,,,,,,,,
GMB,"Gambia, The",Sub-Saharan Africa,Low income,ECI-GMB-2021,2021,-251822628.8,12.50262013,251822628.8,-0.168128249,-3386370,2014158842.0,5.255968788,2638868782,7.370347589,7.382122856,7.382122856,-574505892.3,-583577630.1,42.0979828,11.35307774,9.758371427,-7.917112413,196542367.9,3.447769165,15.62181854,0.768555581,3.634863976,15874259.87,63.7,,0.3382,,23.41238142,48.6,0.713273629,847178880.4,,,,,,2.18,63.529,60.656,62.083,51.63740158,67.49284363,85.06744157,47.089187,12.93239305,,,,,,,,,51.48444388
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,ECI-GNB-2021,2021,-17582976.81,0.999555442,18529723.35,0.051070685,946746.5438,1853796456.0,6.182676683,2039490421,2.242488796,2.161739286,2.161739286,-50007693.44,-183258031.7,46.12013576,10.96805699,19.76717645,3.314224676,36644328.94,,,1.687431486,5.966821777,2567374.326,35.8,,0.1924,,70.11273115,87.4,1.423179352,923671111.7,,,,,,2.89,61.796,57.392,59.652,,,61.68898345,23.77591801,19.65185008,38.7,50.5,39.9,,,,,,554.530675
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,ECI-GNQ-2021,2021,,1.843364917,225183210,1.843364917,225183210,12215878033.0,0.860269956,10592576257,-0.097100766,17.93863072,17.93863072,,,76.9666486,,25.48887834,4.29384128,3113681673,,,1.345337642,1.484769817,16287132.67,66.8,,0.441,,86.98966132,5.2,4.903723364,,,,,10.44,,,62.726,58.781,60.594,,,,,,,,,,,,,,554.530675
GRC,Greece,Europe & Central Asia,High income,ECI-GRC-2021,2021,-4904551441,2.809147544,6132475888,0.562484224,1227924447,218304000000.0,8.654497853,2.34659E+11,1.22382501,1.392756453,1.392756453,-31224305844,-16011319346,88.01266274,30.85370682,21.49743856,1.869538529,46929725677,4.821456699,7.111895561,3.866879178,6.695939149,829995392.6,100,0.1483,15.9518,0.0021,30.26997673,21.5,6.913091966,,,,,4.9,,,82.9,77.4,80.08292683,,,99.99999523,98.87963707,,2.2,18.8,16.7,10.943,16.253,16.986,14.657,35.525,0.845494139
GRD,Grenada,Latin America & Caribbean,Upper middle income,ECI-GRD-2021,2021,-161592704.2,13.55749619,152223567.2,-0.834443983,-9369137.037,1122800000.0,4.687478169,,1.219511939,2.790317773,2.790317773,-348501218.8,-83998147.72,,64.37025386,,,,4.933421251,1.594644547,,,,93.7,,0.0459,,52.05882353,10.2,1.636843549,556410980.6,,,,,,4.9,77.898,72.212,74.936,,,,,,,,,9.085,13.391,14.853,13.035,33.5,2.7
GRL,Greenland,Europe & Central Asia,High income,ECI-GRL-2021,2021,,,,,,3235809504.0,1.290210488,3697865777,,-0.416168295,-0.416168295,,,85.1523061,,45.11475184,1.449682524,1459827428,,,,,,100,,0.0854,0.001,0.000535997,11.6,10.82202178,,,,,,,,73.75,69.97,71.81390244,,,100,,,,,,,,,,,6.287113083
GTM,Guatemala,Latin America & Caribbean,Upper middle income,ECI-GTM-2021,2021,-2985588770,4.193354944,3626364530,0.74096252,640775760,86478835636.0,8.033267715,98584195621,4.261051274,3.166421252,3.166421252,-10927593400,-12097077680,49.24786942,8.02345028,11.22933787,4.563566593,9711637.672,3.163499457,19.38323294,0.392566988,2.998372348,33765839.65,97.9,0.4347,10.262,,32.81261665,62.1,2.400320479,24093737572,25688538470,25688538470,,12.84,,2,72.651,66.005,69.237,,,94.249619,56.03049355,,,,,2.594,2.83,4.084,2.174,3.871,7.734388333
GUM,Guam,East Asia & Pacific,High income,ECI-GUM-2021,2021,,,,,,6234000000.0,2.058183257,,,3.25017572,3.25017572,,,61.83830606,,,,,,,,,,100,,,,51.85185185,4.5,0.092225005,,,,,,,,80.704,72.982,76.656,,,99.6952,99.05979173,,,,,,,,,,1
GUY,Guyana,Latin America & Caribbean,High income,ECI-GUY-2021,2021,-2234057115,27.81249257,2236503735,0.030425436,2446620,8041363893.0,20.06002806,,5.032855746,22.41769331,22.41769331,654516160.6,-1970918942,,39.72638844,,,,,,0.954938616,3.853499972,76544945.16,92.9,,1.0088,0.0001,93.50334417,13.2,9.022884625,1467305760,,,,,,1.71,69.104,62.481,65.673,,,95.56886613,,82.7225263,,,,,,,,,208.5
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,ECI-HKG-2021,2021,-43744587328,37.18381916,1.37191E+11,25.32741003,93446535398,368954000000.0,6.454408241,3.48408E+11,1.568758344,0.68363696,0.68363696,3159976994,20534613691,402.4596815,38.18002171,12.67762981,5.874256685,4677464382,4.399441528,14.85682678,,,,100,,6.9097,0.011,,0.4,5.459510866,,,,,,,,87.94,83.24,85.53268293,,,100,100,,,,,4.048,6.121,5.533,5.174,12.819,7.77325
HND,Honduras,Latin America & Caribbean,Lower middle income,ECI-HND-2021,2021,-512674750.2,2.843613297,800315953.2,1.022021798,287641203,28144331507.0,12.56528438,35079614542,4.480879634,4.605728089,4.605728089,-6805126058,-6816948631,103.3726435,20.21251795,15.67438614,12.62769629,441135126.7,5.815157547,,1.481145566,5.273531322,42766162.54,94.1,,4.5973,0.0318,56.6476897,45.9,2.088917098,10391783583,17766082541,12873704269,4892378271,,,4.66,72.534,67.894,70.123,,,95.4270668,64.82911437,84.9569378,,73.6,,6.021,9.12,9.625,8.506,14.349,24.01665532
HRV,Croatia,Europe & Central Asia,High income,ECI-HRV-2021,2021,-3944547352,7.427067577,5125181839,1.710895807,1180634487,69006802299.0,12.63170033,70903813143,2.554506996,2.08111753,2.08111753,-13474342062,-1890863158,102.3084308,32.15413707,23.66664872,2.848758927,15917567825,4.566617532,1.726683894,1.969444825,4.579552753,1363463.464,100,0.0717,6.1622,,34.69639028,34.1,6.540042346,,,,,3.66,,,79.6,73.4,76.42439024,99.44999695,99.76000214,,,,0.5,18,13.3,4.904,10.498,8.45,7.608,21.904,6.360083167
HTI,Haiti,Latin America & Caribbean,Lower middle income,ECI-HTI-2021,2021,-51299000,0.245715287,51299000,,,20877414953.0,-1.798239889,25723299880,16.84152402,18.96023641,18.96023641,-3285721965,-3776202635,37.16540177,3.705619321,7.472955798,9.714563678,156159991.1,1.242751837,16.1693552,0.153942372,1.653278514,292348.266,47.2,,1.395,,12.48875181,76.7,1.179717662,2102667113,,,,,,0.12,66.119,60.399,63.192,,,67.06127542,,22.47907502,,,,,,,,,89.22663651
HUN,Hungary,Europe & Central Asia,High income,ECI-HUN-2021,2021,-3962784856,18.38887572,33487981474,16.21283658,29525196618,182110000000.0,7.06122061,1.81757E+11,5.110965344,6.439248105,6.439248105,-5287198325,331813860,159.6882741,26.46386319,2.898434574,1.827828636,385813993.8,4.684696747,1.363291744,1.323741311,2.735347815,2495899.474,100,0.1643,13.6,0.0182,22.48034955,15.3,6.911519398,,,,,5.4,,,77.8,70.7,74.16341463,99.09999847,98.69999695,99.99999885,99.99999885,,0.4,12.1,9.7,1.744,11,3.942,4.045,13.482,303.1408333
IDN,Indonesia,East Asia & Pacific,Upper middle income,ECI-IDN-2021,2021,-17286354128,1.787855631,21213080330,0.330947672,3926726202,1186510000000.0,3.702885628,1.1429E+12,1.560129905,6.003973221,6.003973221,43806016676,29207502575,40.20475827,3.582023575,9.246941615,4.252626946,1971585839,1.322175259,16.67815786,0.741528496,4.791382752,8825148.454,99.2,5.8428,135.6674,0.1672,48.36194487,20.2,3.891766792,362000000000,896000000000,555000000000,340000000000,12.98,,5.76,69.744,65.533,67.57,,,93.35176582,29.99125244,78.81205632,3.3,10.1,26.2,4.43,2.252,6.704,3.827,13.867,14308.1439
IMN,Isle of Man,Europe & Central Asia,High income,ECI-IMN-2021,2021,,,,,,7931193222.0,3.837836666,,,6.514916898,6.514916898,,,,,,,,,,,,,100,,,,6.070175439,3.2,,,,,,,,,82.531,78.564,80.525,,,99.74742984,99.36953147,,,,,,,,,,0.727064945
IND,India,South Asia,Lower middle income,ECI-IND-2021,2021,-27488543123,1.41217101,44727277563,0.544277281,17238734439,3167270000000.0,9.689592492,3.27947E+12,5.131407472,8.354907715,8.354907715,-1.76721E+11,-74039374428,45.42308878,11.95443976,1.476378247,0.182758497,33181525379,4.635141373,14.64736176,2.483887521,8.147615295,76348538794,99.6,29.2446,295.0934,,24.35982901,34.9,2.602073018,474000000000,,,,,,1.66,68.886,65.756,67.24,,,92.72465388,,74.23072608,,,33.1,15.781,4.877,9.571,6.38,20.684,73.91801282
IRL,Ireland,Europe & Central Asia,High income,ECI-IRL-2021,2021,48056570780,14.62861711,77722796051,23.6735976,1.25779E+11,531307000000.0,16.25561324,3.10179E+11,2.340341134,1.098103052,1.098103052,1.99248E+11,2.22321E+11,224.4188359,142.7778458,11.68537111,6.575574438,6285132925,3.59814813,12.23673576,0.246964923,1.139869145,1267738884,100,0.1731,10.6207,0.0103,11.40978371,12.7,12.18231713,,,,,3.29,,,84.3,80.5,82.35365854,,,95.99583147,95.99583147,,16.1,14,7.8,4.128,10.182,8.155,6.364,15.616,0.845494139
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,ECI-IRN-2021,2021,,0.021282641,81605350,0.021282641,81605350,383436000000.0,4.719777732,3.71282E+11,43.38901627,56.31965464,56.31965464,,,44.37383405,,14.23357659,8.254182538,54576685548,,,2.216287589,16.32924528,567996982.6,100,1.6055,134.1631,,6.635211094,0.9,10.53218993,1059723274,,,,,,0.09,76.808,71.246,73.875,,,97.57192402,94.08863277,,0.8,,21.1,13.763,6.437,10.033,9.282,23.708,42000
IRQ,Iraq,Middle East & North Africa,Upper middle income,ECI-IRQ-2021,2021,2771900000,-1.257702098,-2637300000,0.064189399,134600000,209692000000.0,1.50218071,1.66682E+11,6.041864891,38.89983315,38.89983315,38362700000,27553600000,61.50326831,10.09218543,17.71738356,4.648961759,3715176863,,,2.391135753,6.226547582,47712728.74,100,0.1148,33.4508,,1.900361184,1.1,7.796177358,20616612737,,,,,,1.98,72.422,68.2,70.378,,,98.37115437,59.70278242,97.38989164,,,,18.841,14.662,13.4,16.173,35.37,1450
ISL,Iceland,Europe & Central Asia,High income,ECI-ISL-2021,2021,-504998558.2,1.801545456,465254287.7,-0.153896722,-39744270.44,25825287184.0,5.254209753,26271573031,4.444239702,6.372026146,6.372026146,-1047266799,-444359604.8,76.2731815,24.80633308,27.33862963,2.312492887,76279614.73,8.217896771,15.46312943,,,,100,0.0006,0.8748,0.0008,0.515719528,82.4,11.70084828,,,,,10.19,,,84.6,81.8,83.16585366,,,100,100,,,,,4.081,9.959,5.883,6.029,12.069,126.9888602
ISR,Israel,Middle East & North Africa,High income,ECI-ISR-2021,2021,-8580700000,3.869630312,18949900000,2.117423872,10369200000,489708000000.0,9.343907746,4.75011E+11,1.510200477,2.070202117,2.070202117,-21664200000,17556300000,55.0617294,22.10963234,22.12724926,5.889298757,1835897160,6.184128839,16.48424728,4.964284313,12.36395929,2434979541,100,0.0717,17.345,,6.469500924,6.2,8.370755704,,,,,7.25,,,84.6,80.5,82.5,,,100,99.48556442,,0.3,,22.2,3.457,7.377,5.5,4.812,7.682,3.230198323
ITA,Italy,Europe & Central Asia,High income,ECI-ITA-2021,2021,29959682048,1.142725635,24902365871,2.517522633,54862048916,2179210000000.0,8.931062066,2.13473E+12,1.873783258,1.283321912,1.283321912,57963429191,46497270287,60.30197762,10.03815832,19.19464489,1.363977375,4182933543,4.218289852,7.437161922,1.681262242,2.992489728,36232722327,100,0.8285,98.2405,0.4239,32.53089947,17.5,6.877733417,,,,,6.91,,,84.9,80.5,82.64634146,,,99.91703407,92.71055756,,2.4,20.1,16.6,5.049,13.229,9.203,9.497,29.676,0.845494139
JAM,Jamaica,Latin America & Caribbean,Upper middle income,ECI-JAM-2021,2021,-264325079,2.186444598,320480000,0.383111656,56154921,14657586127.0,4.601424504,,5.862782428,7.425960713,7.425960713,-2781806897,-3004608496,,41.3616629,,,,5.631239892,17.41798545,1.466768678,4.638579472,217577299.2,100,,2.3095,0.0007,55.47306556,10.5,2.724864872,11975268033,,,,,,9.96,72.543,68.469,70.5,,,91.06403594,,,0.7,16.7,22,2.821,2.921,6.808,5.188,15.614,150.7901059
JOR,Jordan,Middle East & North Africa,Lower middle income,ECI-JOR-2021,2021,-605915493,1.34316062,621830985.9,0.03437761,15915492.96,46296100141.0,3.65564191,55497183099,1.346093772,2.203606005,2.203606005,-9809577465,-9451830986,80.33286994,18.71967368,15.84181225,,733382816.9,3.138373779,9.729918969,4.824773769,14.56371473,217676563.4,99.9,0.015,7.9317,0.0002,1.098047165,11.5,2.845733501,23935634632,,,,,,6.8,76.773,72.128,74.256,,,98.96502866,85.71292166,,,,,27.9,22.862,11.773,19.837,43.738,0.71
JPN,Japan,East Asia & Pacific,High income,ECI-JPN-2021,2021,1.74665E+11,0.695725962,35027163876,4.164997692,2.09692E+11,5034620000000.0,2.559320239,5.06083E+12,-0.233352779,-0.190060625,-0.190060625,16705695756,-21810914913,36.77148329,7.553455263,21.26487183,3.364863847,1765657158,3.335639954,7.418343124,1.171792956,2.381578791,595747134.4,100,0.6106,183.2351,3.3304,68.40877915,8.8,9.402885274,,,,,6.16,,,87.57,81.47,84.44560976,,,99.13674217,98.6585502,,,,,,,,2.809,4.707,109.7543238
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,ECI-KAZ-2021,2021,-1901441602,2.316758746,4566615415,1.352109644,2665173814,197112000000.0,4.299999997,1.76305E+11,8.04147134,13.93007506,13.93007506,24228119358,22128581996,58.66860858,7.087119675,11.27347377,-2.399999999,22215235233,4.385694269,24.87131524,0.819281684,3.712253447,1617793375,100,0.4605,22.6479,,1.290483832,2,16.37052264,147000000000,38958523619,36832441283,2126082335,6.8,,18.01,74.03,66.33,70.23,,,95.44405932,89.34996923,,,5.2,8.3,,,,,,425.9075
KEN,Kenya,Sub-Saharan Africa,Lower middle income,ECI-KEN-2021,2021,383613637.7,0.382593997,419719612.9,0.732275713,803333250.6,109704000000.0,7.590489473,1.18518E+11,6.107936037,4.330747559,4.330747559,-11152052174,-10186155786,30.82430318,8.281669254,12.14685782,5.964643886,1332554745,4.8941843,,1.772252122,4.4854578,119135199.2,76.5,0.1965,10.8216,0.0014,6.344818498,67.7,1.913043883,35871207402,67927693671,62001717243,5925976428,17.47,,2.26,64.09,58.935,61.427,,,62.19883728,,37.54742265,38.5,38.6,45.7,8.619,3.731,7.981,5.693,12.425,109.6377466
