CountryID,CountryName,Region,IncomeLevel,ECIID,Year,FDINet,FDIInflowstoGDP,FDIInflows,FDIOutflowsPercent,FDIOutflows,GDP,GDPGrowth,GovernmentSpending,GrossNationalSpending,InflationConsumerPrices,InflationRate,InflationPercent,MilitarySpending,GoodsNetTrade,GoodsandServicesNetTrade,TradePercent,ServicesTradedPercent,ElectricityAccess,AgriculturalCarbonDioxide,TransportCarbonDioxide,WasteCarbonDioxide,ForestArea,RenewableEnergyConsumption,TotalGreenhouseGas,LongTermExternalDebt,TotalPSD,LongTermPSD,ShortTermPSD,InterestPaymentsPercent,ExternalDebt,TotalDebt,FemaleLifeExpectancy,MaleLifeExpectancy,TotalLifeExpectancy,AdultLiteracyRate,YouthLiteracyRate,BasicDrinkingWater,SafelyManagedDrinkingWater,BasicHandwashing,PovertyRatio,NationalPovertyRatio,SocialPovertyRatio,UnemploymentwithAdvancedEducation,UnemploymentwithBasicEducation,UnemploymentWithintermediateEducation,TotalUnemployment,YouthUnemployment,ExchangeRate
GEO,Georgia,Europe & Central Asia,Upper middle income,ECI-GEO-2023,2023,-1613172979,6.776656145,2085707951,1.535309399,472534971.9,30777833585,7.832201215,3739059235,33429977829,2.487760566,2.948099536,2.948099536,504612281.8,-6077804691,-2642956941,107.1511792,34.6765003,,0.0868,4.4368,,,,5.126978108,19238122679,18636474704,13548506642,5087968061,,9790562506,12.53,,,,,,,,,,,,,,,,,2.627958333
GHA,Ghana,Sub-Saharan Africa,Lower middle income,ECI-GHA-2023,2023,-1308309602,1.727522275,1319315615,0.01441136,11006012.91,76370396722,2.944785831,4480622941,77105897894,38.10696563,33.07982505,33.07982505,285375934.7,2694516051,-658958240.7,69.03658948,27.07405164,,,9.0355,,,,1.428496,36353558558,,,,,30241996822,1.71,,,,,,,,,,,,,,,,,11.02040833
GIB,Gibraltar,Europe & Central Asia,High income,ECI-GIB-2023,2023,,,,,,,,,,,,,,,,,,,,0.556,0.0006,,,18.51784461,,,,,,,,,,,,,,,,,,,,,,,,0.804538907
GIN,Guinea,Sub-Saharan Africa,Lower middle income,ECI-GIN-2023,2023,-1288140000,5.891958459,1307980000,0.089371746,19840000,22199409741,6.744934446,3023144125,23844786758,7.804975919,3.921978885,3.921978885,504474310.5,6783240000,3643100000,90.5424486,15.4335635,,,1.754,,,,1.987766034,4021210042,,,,,3980739794,1.5,,,,,,,,,,,,,,,,,
GMB,"Gambia, The",Sub-Saharan Africa,Low income,ECI-GMB-2023,2023,-208372222.2,8.696267424,208372222.2,-0.025419523,-609080,2396111022,4.797508952,176661213.6,2889186755,16.97421296,15.60190439,15.60190439,13785997.45,-940354218.6,-736150821.6,42.4360025,21.28486191,,,0.3439,,,,0.700114351,982634486.9,,,,,971426386.4,2.34,,,,,,,,,,,,10.724,6.465,11.404,6.479,10.641,61.09633301
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,ECI-GNB-2023,2023,,0.012569641,257470,0.012569641,257470,2048348108,5.199268297,336200412.2,2340591498,,5.390392868,5.390392868,25267970.67,,,42.03382628,,,,0.1957,,,,1.392024201,1018181455,,,,,962442117.6,2.82,,,,,,,,,,,,,,,,,606.5697502
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,ECI-GNQ-2023,2023,,,,,,12337550584,-5.089308721,3232855578,10886485849,,-7.647520198,-7.647520198,162035786.5,,,61.44328152,,,,0.5321,,,,3.779114925,,,,,,,,,,,,,,,,,,,,,,,,606.5697502
GRC,Greece,Europe & Central Asia,High income,ECI-GRC-2023,2023,-671368461.1,1.939260405,4722066764,1.663542518,4050698303,243498000000,2.332123883,46963143609,255040000000,3.464801285,5.874562668,5.874562668,7729763484,-35712914861,-12016810528,92.15629003,33.90782948,,0.143,17.5708,0.0017,,,6.656615657,,,,,,,,,,,,,,,,,,,8.153,12.157,12.816,11.023,26.618,0.924839558
GRD,Grenada,Latin America & Caribbean,Upper middle income,ECI-GRD-2023,2023,-151062463.7,12.44116686,163816991.1,0.968649267,12754527.78,1316733333,3.566128618,,,2.696122698,3.82303341,3.82303341,,-595948173.7,-121474714.8,,83.64898736,,,0.0501,,,,1.711635534,605738922.4,,,,,551287785,4.48,,,,,,,,,,,,4.246,6.726,7.283,6.34,18.137,2.7
GRL,Greenland,Europe & Central Asia,High income,ECI-GRL-2023,2023,,,,,,,,,,,,,,,,,,,,0.0957,0.0011,,,11.38310033,,,,,,,,,,,,,,,,,,,,,,,,6.889702586
GTM,Guatemala,Latin America & Caribbean,Upper middle income,ECI-GTM-2023,2023,-921240330,1.515704498,1583156540,0.633714577,661916210,104450000000,3.526792142,11730236785,120186000000,,6.642278016,6.642278016,422271565.9,-14359132350,-15696173600,48.18845182,9.524065864,,0.4434,11.5178,,,,2.426565137,24461739265,27880956716,27880956716,,,12242842171,1.71,,,,,,,,,,,,4.399,2.563,3.817,2.344,4.339,7.831974167
GUM,Guam,East Asia & Pacific,High income,ECI-GUM-2023,2023,,,,,,,,,,,,,,,,,,,,,,,,0.09248916,,,,,,,,,,,,,,,,,,,,,,,,1
GUY,Guyana,Latin America & Caribbean,High income,ECI-GUY-2023,2023,,0.040210939,6900000,0.040210939,6900000,17159509565,33.80261709,,,2.821103351,-12.86752613,-12.86752613,96207956.02,,,,,,,1.0412,0.0001,,,9.912228793,2541674086,,,,,1897852219,3.52,,,,,,,,,,,,,,,,,208.5
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,ECI-HKG-2023,2023,-8396908249,29.17690913,111109000000,26.97187615,102712000000,380812000000,3.276526256,50505371742,378066000000,2.096605112,2.777749052,2.777749052,,-16480818320,2755604119,352.7986474,46.71757199,,,6.4518,0.0112,,,5.330051353,,,,,,,,,,,,,,,,,,,2.723,3.222,2.998,2.949,8.928,7.829583333
HND,Honduras,Latin America & Caribbean,Lower middle income,ECI-HND-2023,2023,-856785448,3.157255372,1086111945,0.666636914,229326497.2,34400509852,3.582603626,4960944281,42633348897,6.663251803,6.17858774,6.17858774,539833989.6,-8355362068,-8087638362,97.95347847,20.82642225,,,4.9575,0.0334,,,2.153163064,10345182402,17531744927,13517250404,4014494524,,8341560698,5.47,,,,,,,,,,64.1,,,6.053,9.209,6.071,10.805,24.60164682
HRV,Croatia,Europe & Central Asia,High income,ECI-HRV-2023,2023,-1974708023,3.95990588,3341914871,1.62003242,1367206848,84393795502,3.302544881,17964296350,85940396923,7.941281776,11.74033063,11.74033063,1439060332,-18951054157,-1746312310,107.7009194,37.20613213,,0.061,6.8918,,,,6.480708534,,,,,,,,,,,,,,,,,,,3.584,11.789,6.788,6.086,18.958,0.924839558
HTI,Haiti,Latin America & Caribbean,Lower middle income,ECI-HTI-2023,2023,-23647920,0.119128119,23647920,,,19850829758,-1.863884203,1234084777,23869423919,36.81351628,31.51196314,31.51196314,11654566.68,-3759163825,-4208501042,30.7854237,3.664147005,,,1.4529,,,,1.17354412,2084800488,,,,,2129969001,0.32,,,,,,,,,,,,,,,,,141.0359127
HUN,Hungary,Europe & Central Asia,High income,ECI-HUN-2023,2023,-1684064630,-34.01036057,-72234232901,-34.8032761,-73918297531,212389000000,-0.907685956,42545962531,201531000000,17.12496597,14.74900514,14.74900514,4355478070,77906940.44,10642232379,157.2962239,28.97242916,,0.1725,14.251,0.0188,,,6.351711695,,,,,,,,,,,,,,,,,,,1.604,12.862,3.831,4.107,12.806,353.0883333
IDN,Indonesia,East Asia & Pacific,Upper middle income,ECI-IDN-2023,2023,-14984439684,1.610733602,22085914486,0.517913084,7101474802,1371170000000,5.048105771,102089000000,1266800000000,3.670131424,1.533073673,1.533073673,9480833558,46193957042,28222396820,41.31566676,6.168144838,,5.8916,149.5385,0.1743,,,4.268286618,343000000000,1000000000000,609000000000,395000000000,,237000000000,4.37,,,,,,,,,2.1,9.4,23.6,3.571,2.051,5.792,3.308,13.119,15236.88466
IMN,Isle of Man,Europe & Central Asia,High income,ECI-IMN-2023,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.804538907
IND,India,South Asia,Lower middle income,ECI-IND-2023,2023,-14200416754,0.787065923,28078983530,0.389022165,13878566777,3567550000000,8.152936311,370695000000,3712140000000,5.649143189,1.334050656,1.334050656,83574568840,-245473000000,-86329729820,45.92185022,14.46191766,,30.5827,339.7606,,,,2.874377159,498000000000,,,,,220000000000,2.34,,,,77,97,,,,,,,13.316,2.473,5.991,4.172,15.469,82.59927645
IRL,Ireland,Europe & Central Asia,High income,ECI-IRL-2023,2023,12927237960,-25.38513255,-139972000000,-23.04067159,-127045000000,551395000000,-5.530007361,67099768205,367900000000,6.299424874,3.621871537,3.621871537,1269192873,168643000000,181476000000,237.2158813,154.1728899,,0.1786,11.1129,0.0087,,,10.90008667,,,,,,,,,,,,,,,,,,,2.914,8.337,4.929,4.288,10.654,0.924839558
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,ECI-IRN-2023,2023,,0.021418597,86665140,0.021418597,86665140,404626000000,5.044890511,52112594695,,44.57918576,30.49314012,30.49314012,10283084402,,,52.18017581,,,1.6929,138.699,,,,11.00062823,1115504480,,,,,6770911563,0.09,,,,,,,,,,,,,,,,,42000
IRQ,Iraq,Middle East & North Africa,Upper middle income,ECI-IRQ-2023,2023,5649700000,-2.13819188,-5363500000,0.11409537,286200000,250843000000,-2.93555774,,,4.358353511,-18.18941272,-18.18941272,5108397154,43196686393,26672686393,,13.52616157,,0.0369,40.0312,,,,8.048640139,15698548004,,,,,16091808514,1.78,,,,,,,,,,,,,,,,,1312.5
ISL,Iceland,Europe & Central Asia,High income,ECI-ISL-2023,2023,-441193875.2,2.197836774,688474931.2,0.78940187,247281056,31325116556,5.03717944,7962723725,31170780299,8.736302999,5.699492127,5.699492127,,-2092784068,177815650.3,86.79464894,36.45881648,,0.0008,0.897,0.0007,,,10.60610298,,,,,14.74,,,,,,,,,,,,,,2.261,6.762,3.058,3.518,8.76,137.9429524
ISR,Israel,Middle East & North Africa,High income,ECI-ISR-2023,2023,-5382600000,2.942031427,15110600000,1.89404006,9728000000,513611000000,2.42300691,114268000000,494711000000,4.225352113,4.266089441,4.266089441,27498527857,-19978200000,18844100000,57.52825206,24.75014652,,0.0714,18.4151,,,,8.156345448,,,,,,,,,,,,,,,,,,,2.399,5.874,3.751,3.371,5.917,3.667374716
ITA,Italy,Europe & Central Asia,High income,ECI-ITA-2023,2023,-11443288160,1.826198511,42019753074,1.328867749,30576464915,2300940000000,0.697632994,409254000000,2272880000000,5.622194422,5.81875394,5.81875394,35528923816,36708772965,29796223247,66.2401068,13.20842326,,0.7826,102.7268,0.4051,,,6.341789495,,,,,,,,,,,,,,,,,,,3.82,11.258,7.396,7.627,22.726,0.924839558
JAM,Jamaica,Latin America & Caribbean,Upper middle income,ECI-JAM-2023,2023,-380413917.8,1.938516546,376524958.4,-0.020022078,-3888959.379,19423355409,2.200061472,,,6.474137347,11.68655319,11.68655319,230617195,-4399549570,-2590760297,,44.98327154,,,2.4109,0.0007,,,2.874477161,11120315391,,,,,9776217903,12.69,,,,,,,,,,,,1.682,1.389,4.038,3.022,9.076,154.158779
JOR,Jordan,Middle East & North Africa,Lower middle income,ECI-JOR-2023,2023,-778591549.3,1.653636747,842816901.4,0.126012426,64225352.11,50967475352,2.678271538,,,2.084869863,1.790364587,1.790364587,2450239103,-10365633803,-6736056338,100.276046,30.68292034,,0.0146,7.8704,0.0002,,,2.920454405,26122608969,,,,,21765710565,7.7,,,,95,99,,,,,,,26.603,18.634,9.058,16.622,39.242,0.71
JPN,Japan,East Asia & Pacific,High income,ECI-JPN-2023,2023,162086000000,0.475297449,19983856530,4.33035119,182069000000,4204490000000,1.679019523,,4269510000000,3.268133659,3.793017835,3.793017835,50161085002,-47856336606,-69106122533,45.16264848,10.34785306,,0.5735,179.633,3.221,,,8.360430513,,,,,,,,,,,,,,,,,,,,,,2.6,4.1,140.4911001
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,ECI-KAZ-2023,2023,-2443242456,2.070238052,5437312391,1.139981863,2994069935,262642000000,5.1,29186384313,242006000000,14.72499002,9.857619324,9.857619324,1236289860,19861710202,18164058920,61.77322607,8.5043637,,0.4524,23.5608,,,,15.75742062,142000000000,30152737497,29476689915,676047581.8,8.68,26440529244,18.86,,,,,,,,,,,,,,,,,456.165
KEN,Kenya,Sub-Saharan Africa,Lower middle income,ECI-KEN-2023,2023,-228284631.5,0.674542879,728766608.6,0.463243719,500481977.1,108039000000,5.555873013,12872924909,113680000000,7.67139634,6.107802092,6.107802092,999541975.9,-10022726294,-9420824666,32.09207928,9.449154162,,0.2002,10.6148,0.0015,,,1.951189833,36295438589,57849850867,57471013367,378837499.3,16.38,33483634025,3.65,,,,,,,,,,,,,,,,,139.8463838
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,ECI-KGZ-2023,2023,,0.010723763,1500000,0.010723763,1500000,13987627909,6.151391837,2288681611,19059891168,10.75327704,13.41574141,13.41574141,464581469.5,,,140.155715,,,0.1282,1.7158,,,,3.056192119,8414743560,,,,3.16,3917641317,8.55,,,,,,,,,,,,,,,,,87.85612559
KHM,Cambodia,East Asia & Pacific,Lower middle income,ECI-KHM-2023,2023,-3807381868,9.35096702,3958792379,0.357643079,151410511.2,42335646896,4.960066589,2573101731,42208388013,2.127467966,1.063096072,1.063096072,667985733.2,-2986244112,-1668160812,134.2068424,16.67205496,,,7.3642,0.013,,,2.799307617,17823586872,,,,,8846069461,5.94,,,,,,,,,,,,,,,,,4110.652746
KIR,Kiribati,East Asia & Pacific,Lower middle income,ECI-KIR-2023,2023,-5094095.186,1.830393887,5110622.698,0.005919407,16527.51147,279208903.3,4.124590543,,,9.283073745,3.368445895,3.368445895,,-184194596.2,-276525125.9,99.74523904,39.537934,,,0.0498,,,,0.982419075,,,,,0.75,,,,,,,,,,,,,,,,,,,1.505191066
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,ECI-KNA-2023,2023,-33605218.15,3.047335729,32164621.85,-0.136484721,-1440595.926,1055499778,2.284948091,,,3.557112308,5.144667457,5.144667457,,-389865838.1,-96566434.81,,75.8137163,,,0.0417,,,,3.731981693,,,,,,,,,,,,,,,,,,,,,,,,2.7
KOR,"Korea, Rep.",East Asia & Pacific,High income,ECI-KOR-2023,2023,19362200000,0.886178382,15178400000,2.016624481,34540600000,1712790000000,1.356733243,323693000000,1712030000000,3.59745625,2.064073962,2.064073962,47925588087,34092400000,8432400000,87.93967919,16.03416311,,0.4551,106.1251,1.6148,,,12.64384037,,,,,,,,,,,,,,,,,,,2.746,2.842,2.49,2.675,5.437,1305.6625
KWT,Kuwait,Middle East & North Africa,High income,ECI-KWT-2023,2023,9086529158,1.291716752,2114603345,6.842271642,11201132503,163705000000,-3.640425903,,,3.64216403,-7.356710163,-7.356710163,7755031936,51145948030,32045303686,,25.4751292,,0.0031,15.088,0.0004,,,34.5974179,,,,,,,,,,,,,,,,,,,,,,,,0.307185351
LAO,Lao PDR,East Asia & Pacific,Lower middle income,ECI-LAO-2023,2023,-1781176779,11.2425631,1781176779,,,15843155731,3.745681402,,,31.23013417,24.42172021,24.42172021,,721175510.4,1101267611,,14.35695016,,,2.6875,0.0158,,,5.486789094,19744437117,,,,,9852521425,8.19,,,,,,,,,,,,,,,,,17688.87359
LBN,Lebanon,Middle East & North Africa,Lower middle income,ECI-LBN-2023,2023,-582765209.4,,655437382.1,,72672172.63,,,,,221.341644,,,241290150.8,-12838323957,-11542638382,,72.45194062,,0.0053,7.0641,,,,4.273374888,48084690342,,,,,41991213648,,,,,,,,,,,,,,,,,,
LBR,Liberia,Sub-Saharan Africa,Low income,ECI-LBR-2023,2023,,2.060679953,87372830,2.060679953,87372830,4240000000,4.683756888,,,10.09445357,1.230854634,1.230854634,37153000,,,,,,,0.8101,,,,0.825118227,1351029051,,,,,1486583335,3.13,,,,,,,,,,,,,,,,,
LBY,Libya,Middle East & North Africa,Upper middle income,ECI-LBY-2023,2023,,-0.364071413,-164183330,-0.364071413,-164183330,45096462972,10.15581818,15911668744,37965107816,2.373175314,-5.341469957,-5.341469957,,,,155.6552017,,,0.0269,18.5102,,,,13.13088936,,,,,,,,,,,,,,,,,,,,,,,,4.812883333
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,ECI-LCA-2023,2023,-141567341.5,5.708369723,138721841.1,-0.117091627,-2845500,2430148148,2.21007266,,,4.070608219,1.489634615,1.489634615,,-658005916.3,140986360,,72.05903963,,,0.1042,,,,2.517221184,930117382,,,,,930267483.3,3.09,,,,,,,,,,,,6.297,15.413,,12.094,32.631,2.7
LIE,Liechtenstein,Europe & Central Asia,High income,ECI-LIE-2023,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,Sri Lanka,South Asia,Lower middle income,ECI-LKA-2023,2023,-677892709.9,0.843827246,711826200.5,0.040226117,33933490.62,84356863744,-2.298010562,5779883010,85737885452,16.54117423,17.51916285,17.51916285,1165824640,-4900420617,-1495959131,42.70110402,8.8055709,,0.1371,9.4371,,,,1.742696374,51602903242,,,,49.44,43519974283,3.46,,,,,,,,,,,,,,,,,327.5065333
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,ECI-LSO-2023,2023,25647817.14,-1.210966565,-25647817.14,,,2117962451,1.826625259,753656775.5,3297010386,6.342217431,-0.368097836,-0.368097836,33954038.46,-794465238.4,-1188645887,141.5137555,20.23181209,,,0.4992,,,,1.125646341,1595453298,,,,,999336959.9,5.07,,,,,,,,,,,,,,,,,18.45024418
LTU,Lithuania,Europe & Central Asia,High income,ECI-LTU-2023,2023,-1424642070,4.801504386,3831114464,3.016012145,2406472393,79789877416,0.342262552,13784087070,76675034443,9.117319624,9.021755817,9.021755817,2160751250,-4917575358,3120764718,149.041909,43.6675347,,0.4147,6.2005,0.0025,,,7.202886211,,,,,,,,,,,,,,,,,,,3.793,18.065,8.93,6.841,13.812,0.924839558
LUX,Luxembourg,Europe & Central Asia,High income,ECI-LUX-2023,2023,55741417210,-27.61202108,-23678690370,-27.61202108,-23678690370,85755006124,-1.095723616,16284653767,59307696668,3.74140362,3.430024562,3.430024562,662492815.5,-520107448.9,28000301849,394.2206937,315.3242231,,,4.1983,,,,11.79553742,,,,,,,,,,,,,,,,,,,3.9,8.638,5.422,5.184,18.817,0.924839558
LVA,Latvia,Europe & Central Asia,High income,ECI-LVA-2023,2023,-670181723.3,3.997998339,1689068344,2.414228475,1019959627,42247850065,1.70679525,8603867479,43827621374,8.938046233,6.406916526,6.406916526,1045283944,-3948307342,-1581098660,137.6808456,32.85370182,,0.2094,3.0638,,,,5.836389348,,,,,,,,,,,,,,,,,,,3.313,13.283,7.871,6.465,12.323,0.924839558
MAC,"Macao SAR, China",East Asia & Pacific,High income,ECI-MAC-2023,2023,-450857367.1,1.154361341,528732909.5,0.170022546,77875542.37,45803067940,75.06137693,6308140869,27158180368,0.476384496,4.636166861,4.636166861,,-12239051496,20432205701,142.0100832,94.03557743,,,1.3807,0.0009,,,4.594873306,,,,,,,,,,,,,,,,,,,,,,,,8.063390083
MAF,St. Martin (French part),Latin America & Caribbean,High income,ECI-MAF-2023,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.924839558
MCO,Monaco,Europe & Central Asia,High income,ECI-MCO-2023,2023,,,,,,9995350547,5.043382592,,,,5.302901443,5.302901443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.924839558
MDA,Moldova,Europe & Central Asia,Upper middle income,ECI-MDA-2023,2023,-341590000,2.159686631,357200000,0.094380482,15610000,16539436547,0.78324271,2986197206,20517965405,13.41701044,8.708390488,8.708390488,93410827.11,-4869090000,-3974190000,95.13157489,24.10094194,,0.1121,2.359,0.0024,,,5.510006376,6637628437,5744386712,4506119289,1238267424,,2851724990,7.87,,,,,,,,,,,,2.077,1.244,1.546,1.57,4.08,18.16393776
MDG,Madagascar,Sub-Saharan Africa,Low income,ECI-MDG-2023,2023,,0.755308706,119264100,0.755308706,119264100,15790113247,3.8,3524253947,16902358472,9.87432675,8.693675447,8.693675447,102131128.7,,,60.77905421,,,,1.3562,,,,1.062664196,4980338748,,,,,3991383899,1.73,,,,,,,,,,,,,,,,,4429.579214
MDV,Maldives,South Asia,Upper middle income,ECI-MDV-2023,2023,-761516184.8,11.55406459,761516184.8,,,6590894302,4.72639189,1128296314,6674480405,2.927465424,1.884254072,1.884254072,,-2862153331,-83406107.43,150.0323699,93.12472372,,,1.4715,0.0038,,,5.870789401,3835721648,,,,,3232564545,8.57,,,,,,,,,,,,,,,,,15.38679435
MEX,Mexico,Latin America & Caribbean,Upper middle income,ECI-MEX-2023,2023,-29845936641,1.687984866,30199980895,0.019788799,354044254,1789110000000,3.199981166,199258000000,1896030000000,5.527960873,4.459913676,4.459913676,11825909998,-5548770306,-24966101192,73.15777563,7.362752005,,2.6511,130.2114,0.5063,,,5.488696029,520000000000,891000000000,849000000000,42476355755,15.77,313000000000,3.11,,,,,,,,,,,,3.432,2.426,3.342,2.765,5.88,17.75871667
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,ECI-MHL-2023,2023,,,,,,259300000,-3.934871099,138735900,373102300,,6.519749486,6.519749486,,,,110.1722329,,,,,,,,0.069539238,,,,,,,,,,,,,,,,,,,,,,,,1
MKD,North Macedonia,Europe & Central Asia,Upper middle income,ECI-MKD-2023,2023,-527928903.5,4.069498427,641500343.2,0.72046539,113571439.7,15763621848,2.072749779,2352618194,17818595867,9.361872498,7.766466855,7.766466855,266629712.7,-2848897122,-2057510643,148.6715963,31.3593491,,0.021,2.4894,0.02,,,6.22053861,8934140529,,,,,5845339136,11.58,,,,,,,,,,,,9.016,18.495,13.433,13.174,29.69,56.94719167
MLI,Mali,Sub-Saharan Africa,Low income,ECI-MLI-2023,2023,,0.112383994,23220550,0.112383994,23220550,20661794596,4.656775991,3617738631,22847981368,2.058802283,2.225933211,2.225933211,784506782.4,,,69.39092843,,,0.1554,3.3219,0.011,,,1.912695405,5540991605,,,,,4535244478,1.83,,,,,,,,,,,,,,,,,606.5697502
MLT,Malta,Middle East & North Africa,High income,ECI-MLT-2023,2023,-1075755277,112.6263698,25147936925,107.8085427,24072181647,22328640242,7.498512459,3699883223,18292245145,5.09396759,5.304718766,5.304718766,112636721.5,-2646901236,4009273677,227.4534892,170.0305967,,,0.7231,0.0003,,,3.679621961,,,,,,,,,,,,,,,,,,,2.129,4.811,2.834,3.11,9.138,0.924839558
MMR,Myanmar,East Asia & Pacific,Lower middle income,ECI-MMR-2023,2023,,,,,,66757619000,0.958446625,,,,10.78766645,10.78766645,2493486451,,,,,,1.1967,5.3645,0.047,,,2.125793945,10487748018,,,,,9291813773,1.39,,,,,,,,,,,,,,,,,2100
MNE,Montenegro,Europe & Central Asia,Upper middle income,ECI-MNE-2023,2023,-468556995.7,6.983101208,525868956.9,0.761055051,57311961.24,7530593375,6.337697542,1348262699,8934268041,8.584769105,10.54297033,10.54297033,114519816.2,-3230999034,-1398964131,118.542754,55.18291859,,,,,,,,8269469317,,,,,3784789946,10.28,,,,,,,,,,,,,,,,,0.924709623
MNG,Mongolia,East Asia & Pacific,Upper middle income,ECI-MNG-2023,2023,-2171636073,11.05810699,2247573670,0.373614483,75937597.3,20325121394,7.422112762,2643563596,18583058816,10.34758313,21.76902802,21.76902802,147813417.2,4548653045,1956376931,142.8642466,28.36990142,,,2.9069,0.0009,,,24.04513457,32028335651,,,,,8894361604,26.79,,,,,,,,,,,,3.805,4.252,6.564,5.178,11.603,3465.736536
MNP,Northern Mariana Islands,East Asia & Pacific,High income,ECI-MNP-2023,2023,,,,,,,,,,,,,,,,,,,,,,,,0.064240303,,,,,,,,,,,,,,,,,,,,,,,,1
MOZ,Mozambique,Sub-Saharan Africa,Low income,ECI-MOZ-2023,2023,-2509403270,12.8065189,2683506271,0.830873173,174103000.8,20954220984,5.436859122,3600896027,24111869592,7.126974821,5.301341508,5.301341508,376385189.8,-903189435.3,-1891162082,105.6275036,14.37616014,,,3.9254,,,,1.009479366,64843341463,,,,,8920242621,22.81,,,,,,,,,,,,,,,,,63.88583333
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,ECI-MRT-2023,2023,-848351729.7,7.96446558,848351729.7,0.001230413,131060,10651709411,6.507187199,1829151118,12238248795,4.953050345,3.371477417,3.371477417,277161496.3,-655740780.3,-1315988117,91.47057159,11.74671803,,,2.4289,,,,3.287106807,3749372024,,,,,3385113802,3.68,,,,,,,,,,,,,,,,,36.48916667
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,ECI-MUS-2023,2023,423883756.8,0.110421063,16170640,0.110421063,16170640,14644524819,6.958287403,2027493402,15224679666,7.052982385,8.507830178,8.507830178,22547739.69,-3600521769,-2532355559,107.9038552,36.40382371,,0.0169,1.1438,0.0001,,,4.915542001,9496040007,10998184472,10231252697,766931774.6,8.41,3769692229,12.97,,,,,,,,,,,,,5.8,5.525,5.571,16.192,45.267225
MWI,Malawi,Sub-Saharan Africa,Low income,ECI-MWI-2023,2023,-134063523.5,1.598886154,203252807.5,0.544276803,69189284.03,12712150082,1.892457988,,,28.78974282,22.80672202,22.80672202,135319772.8,-1945201028,-2469036002,,11.5878853,,,0.7669,,,,0.934119113,2876075401,,,,,2550754301,1.22,,,,,,,,,,,,,,,,,1161.094367
MYS,Malaysia,East Asia & Pacific,Upper middle income,ECI-MYS-2023,2023,46861437.62,1.981110493,7918601050,1.992834494,7965462488,399705000000,3.555487154,47761848409,379322000000,2.488865601,-1.872255625,-1.872255625,3899141126,29960236838,20435053641,132.0643073,23.73444532,,1.3999,66.3485,0.078,,,9.263879729,,,,,,,,,,,,,,,,,,,,,,,,4.560623432
NAM,Namibia,Sub-Saharan Africa,Upper middle income,ECI-NAM-2023,2023,-2601783072,18.57640298,2294376189,-2.488917976,-307406883.1,12351025067,4.159985755,2689639677,15165328601,5.879934633,6.413624393,6.413624393,338245822.4,-1635623353,-2591719505,109.6104723,24.63123255,,,2.1468,,,,4.34872996,,,,,,,,,,,,,,,,,,,,,,,,18.44630833
NCL,New Caledonia,East Asia & Pacific,High income,ECI-NCL-2023,2023,,,50600360,,50600360,,,,,,,,,,,,,,,1.8622,,,,22.81781488,,,,,,,,,,,,,,,,,,,,,,,,110.3471713
NER,Niger,Sub-Saharan Africa,Low income,ECI-NER-2023,2023,,0.240141273,40389770,0.240141273,40389770,16819170421,2.5,,16476093635,3.700973164,3.387917923,3.387917923,331596821.9,,,30.42050578,,,,1.2671,,,,1.618284221,4833771078,,,,,4197905120,1.18,,,,,,,,,,,,,,,,,606.5697502
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,ECI-NGA-2023,2023,-1616677181,0.514645981,1872520530,0.070316319,255843349.3,363846000000,2.860214991,,,24.6595502,12.62186923,12.62186923,3191915666,8075015444,-5161397332,,6.078836153,,1.68,57.8574,,,,1.68995929,75667394754,,,,,47022483490,2.61,,,,,,,,,,,,6.168,2.306,3.286,3.074,5.183,
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,ECI-NIC-2023,2023,-1199326602,6.899349062,1230100000,0.172600939,30773398.09,17829218219,4.569223171,2168699522,20195331690,8.387658549,10.66865404,10.66865404,94387887.71,-2691900000,-2267500000,104.8687277,15.13358559,,0.1358,2.7238,,,,3.023075898,13457709764,10167949785,10156700949,11248835.78,,7251214284,13.86,,,,,,,,,,,,,,,,,36.44119428
