CountryID,CountryName,Region,IncomeLevel,ECIID,Year,FDINet,FDIInflowstoGDP,FDIInflows,FDIOutflowsPercent,FDIOutflows,GDP,GDPGrowth,GovernmentSpending,GrossNationalSpending,InflationConsumerPrices,InflationRate,InflationPercent,MilitarySpending,GoodsNetTrade,GoodsandServicesNetTrade,TradePercent,ServicesTradedPercent,ElectricityAccess,AgriculturalCarbonDioxide,TransportCarbonDioxide,WasteCarbonDioxide,ForestArea,RenewableEnergyConsumption,TotalGreenhouseGas,LongTermExternalDebt,TotalPSD,LongTermPSD,ShortTermPSD,InterestPaymentsPercent,ExternalDebt,TotalDebt,FemaleLifeExpectancy,MaleLifeExpectancy,TotalLifeExpectancy,AdultLiteracyRate,YouthLiteracyRate,BasicDrinkingWater,SafelyManagedDrinkingWater,BasicHandwashing,PovertyRatio,NationalPovertyRatio,SocialPovertyRatio,UnemploymentwithAdvancedEducation,UnemploymentwithBasicEducation,UnemploymentWithintermediateEducation,TotalUnemployment,YouthUnemployment,ExchangeRate
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,ECI-EGY-2021,2021,-4755300000,1.206178611,5122300000,0.086419685,367000000,424672000000,3.290646012,32096876992,461765000000,5.214049405,4.847156432,4.847156432,5165445627,-34470624000,-35699565000,29.85697348,10.60188801,100,2.7983,55.1137,0.0004,0.045185594,6.1,2.994907721,109000000000,,,,,,4.47,72.608,67.935,70.221,,,98.7679087,,,,,,15.277,4.885,7.039,7.441,17.62,15.64452728
ERI,Eritrea,Sub-Saharan Africa,Low income,ECI-ERI-2021,2021,,,,,,,,,,,,,,,,,,52.5,,0.2251,,8.692108346,80.7,1.904910866,680385138.6,,,,,,,68.655,64.35,66.536,,,,,,,,,,,,,,15.075
ESP,Spain,Europe & Central Asia,High income,ECI-ESP-2021,2021,-13392361521,4.422729025,64626902394,3.506147209,51233397346,1461240000000,6.683144185,306936000000,1446780000000,3.09313512,2.556112384,2.556112384,19544465468,-24761079140,14534303918,66.52458894,13.29893924,100,0.9753,86.5391,3.9722,37.17275211,19,6.508282873,,,,,4.89,,,86.2,80.4,83.22926829,,,99.92538111,99.56429638,,3.3,20.4,16.9,9.368,20.971,16.02,14.781,34.796,0.845494139
EST,Estonia,Europe & Central Asia,High income,ECI-EST-2021,2021,-1211996050,20.30639491,7554905496,17.04874377,6342910626,37204563051,7.154447483,7372339693,37433299114,4.653166738,5.372329156,5.372329156,748580889.3,-1613478382,-529296352.6,160.3946816,51.56725717,100,0.071,2.3784,0.0001,57.03859649,38,11.48338157,,,,,0.23,,,81.4,72.7,76.94390244,99.87000275,99.98999786,99.99999915,97.00866426,,0.4,22.8,10,3.445,14.234,6.854,6.178,16.712,0.845494139
ETH,Ethiopia,Sub-Saharan Africa,Low income,ECI-ETH-2021,2021,-4259445795,3.828306408,4259445795,,,111262000000,5.641530717,9830904743,121366000000,26.83952216,21.76326407,21.76326407,487848610.1,-10403210415,-11363400666,24.34503933,10.86796827,54.2,0.4032,7.1509,0.0015,15.05930418,90.6,1.349554655,30152182984,,,,7.03,,1.82,68.285,61.91,64.975,,,50.04256282,12.88151333,8.246602022,,,,10.561,4.539,7.677,3.935,6.392,43.73377832
FIN,Finland,Europe & Central Asia,High income,ECI-FIN-2021,2021,-3470347078,8.014062917,23579233205,6.833758101,20106502481,294223000000,2.734713486,72953787806,294030000000,2.194574323,2.434612369,2.434612369,3831598865,2582770606,108592733.4,79.78927819,24.13488188,100,,9.8709,,73.72649966,50.2,9.465464553,,,,,1.18,,,84.6,79.3,81.88536585,,,100,99.63990231,,1.5,12.7,7.8,4.598,15.986,8.384,7.617,17.119,0.845494139
FJI,Fiji,East Asia & Pacific,Upper middle income,ECI-FJI-2021,2021,-377691869.4,9.521290332,409894560.5,0.748024493,32202691.02,4305031631,-4.881036056,1016296516,5476798912,0.155855722,-2.513063125,-2.513063125,68726851.85,-946693928.2,-1172500874,81.72520896,18.42808698,92.1,,1.0032,,62.76409414,29.7,3.426488828,1904631358,,,,11.76,,3.31,68.877,65.426,67.114,,97.58000183,95.45346194,41.73755481,86.4747201,,,,,,,,,2.070633333
FRA,France,Europe & Central Asia,High income,ECI-FRA-2021,2021,20202234021,3.304053122,98012545019,3.985080784,118215000000,2966430000000,6.882337866,722374000000,3002400000000,1.64233141,1.22181611,1.22181611,56646996216,-77149309727,-30254890619,63.78848263,19.70752501,100,2.0937,118.914,2.3027,31.66136128,16.2,6.330623594,,,,,2.72,,,85.5,79.3,82.32439024,,,100,99.64470644,,1.4,15.6,13.3,5.321,14.444,8.48,7.871,19.5,0.845494139
FRO,Faroe Islands,Europe & Central Asia,High income,ECI-FRO-2021,2021,,,,,,3664686797,5.504380173,1056414924,3647206595,,2.025444106,2.025444106,,,,104.473032,,100,,,0.002,0.058394161,5.1,0.956578824,,,,,,,,85.3,81,83.09756098,,,100,,,,,,,,,,,6.287113083
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,ECI-FSM-2021,2021,,,,,,390000000,2.8,,,3.191284066,1.98318062,1.98318062,,,,87.60648718,,83.6,,,,92.07142857,2.1,0.429119186,,,,,,,,74.608,67.12,70.71,,,,,,,,,,,,,,1
GAB,Gabon,Sub-Saharan Africa,Upper middle income,ECI-GAB-2021,2021,,,,,,19444935097,1.467957315,2297859316,12341714155,1.086907465,20.33840918,20.33840918,311454928.6,,,85.34831221,,91.8,,0.1768,0.0003,91.27457601,91.3,7.921793125,6389438820,,,,20.36,,6.74,68.494,63.488,65.821,88.8583374,93.98143005,86.62492936,,,,,,,,,,,554.530675
GBR,United Kingdom,Europe & Central Asia,High income,ECI-GBR-2021,2021,155693000000,0.160847823,5055966701,5.113966955,160749000000,3143320000000,8.575950905,699684000000,3150360000000,2.518371096,0.066556623,0.066556623,65136216155,-222966000000,-6976068153,58.58453662,22.40139639,100,1.5625,104.3231,0.0573,13.22145538,12.2,6.260740188,,6180000000000,,105000000000,6.35,,,82.8,78.7,80.7,,,99.99999864,99.81627467,,,,13.2,3.278,7.486,5.015,4.865,12.962,0.727064945
GEO,Georgia,Europe & Central Asia,Upper middle income,ECI-GEO-2021,2021,-923928972.8,6.742951464,1271256434,1.8422815,347327460.7,18853115589,10.64423366,2663315440,21917202335,9.566914338,10.22958765,10.22958765,300489434.4,-3789550186,-3064983355,101.6009075,23.17445678,100,0.0841,4.1656,,40.61591596,25.2,4.901108502,18524110107,15669830261,11762364729,3907465532,4.85,,15.22,76.681,66.803,71.694,,,94.82521607,68.88145941,91.72693874,5.5,17.5,27.1,,,,,,3.221558333
GHA,Ghana,Sub-Saharan Africa,Lower middle income,ECI-GHA-2021,2021,-2413884871,3.185922516,2533586462,0.150521799,119701590.7,79524421861,5.076466435,6366449334,81590141878,9.971088675,12.10610163,12.10610163,298345433.1,1098797425,-2065731049,62.70783091,27.05072803,86.3,,10.0499,,35.12867716,39,1.445025495,35251780055,,,,34.99,,5.41,66.014,61.63,63.795,,,87.39227104,43.59805752,41.61615555,,,,3.847,2.948,3.871,3.195,1.156,5.8057
GIB,Gibraltar,Europe & Central Asia,High income,ECI-GIB-2021,2021,,,,,,,,,,,,,,,,,,100,,0.5283,0.0006,,,18.16701937,,,,,,,,81.701,77.108,79.329,,,100,100,,,,,,,,,,0.727064945
GIN,Guinea,Sub-Saharan Africa,Lower middle income,ECI-GIN-2021,2021,-200730000,1.157704963,197610000,-0.018278627,-3120000,17069115738,5.582332811,2984028029,17539927393,12.59728826,11.98629786,11.98629786,244558590.4,6051510000,4912760000,115.1955328,6.988001126,46.8,,1.725,,25.02441804,66.8,1.96865719,3539699852,,,,,,0.95,60.099,57.595,58.892,45.33000183,60.33000183,70.17919763,,20.55502185,,,,,,,,,
GMB,"Gambia, The",Sub-Saharan Africa,Low income,ECI-GMB-2021,2021,-251822628.8,12.50262013,251822628.8,-0.168128249,-3386370,2014158842,5.255968788,196542367.9,2638868782,7.370347589,7.382122856,7.382122856,15874259.87,-574505892.3,-583577630.1,42.0979828,11.35307774,63.7,,0.3382,,23.41238142,48.6,0.713273629,847178880.4,,,,,,2.18,63.529,60.656,62.083,51.63740158,67.49284363,85.06744157,47.089187,12.93239305,,,,,,,,,51.48444388
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,ECI-GNB-2021,2021,-17582976.81,0.999555442,18529723.35,0.051070685,946746.5438,1853796456,6.182676683,366443208.9,2039490421,2.242488796,2.161739286,2.161739286,25673740.33,-50007693.44,-183258031.7,46.12013576,10.96805699,35.8,,0.1924,,70.11273115,87.4,1.423179352,923671111.7,,,,,,2.89,61.796,57.392,59.652,,,61.68898345,23.77591801,19.65185008,38.7,50.5,39.9,,,,,,554.530675
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,ECI-GNQ-2021,2021,,1.843364917,225183210,1.843364917,225183210,12215878033,0.860269956,3113681673,10592576257,-0.097100766,17.93863072,17.93863072,162807132.7,,,76.9666486,,66.8,,0.441,,86.98966132,5.2,4.903723364,,,,,10.44,,,62.726,58.781,60.594,,,,,,,,,,,,,,554.530675
GRC,Greece,Europe & Central Asia,High income,ECI-GRC-2021,2021,-4904551441,2.809147544,6132475888,0.562484224,1227924447,218304000000,8.654497853,46929725677,234659000000,1.22382501,1.392756453,1.392756453,8299905393,-31224305844,-16011319346,88.01266274,30.85370682,100,0.1483,15.9518,0.0021,30.26997673,21.5,6.913091966,,,,,4.9,,,82.9,77.4,80.08292683,,,99.99999523,98.87963707,,2.2,18.8,16.7,10.943,16.253,16.986,14.657,35.525,0.845494139
GRD,Grenada,Latin America & Caribbean,Upper middle income,ECI-GRD-2021,2021,-161592704.2,13.55749619,152223567.2,-0.834443983,-9369137.037,1122800000,4.687478169,,,1.219511939,2.790317773,2.790317773,,-348501218.8,-83998147.72,,64.37025386,93.7,,0.0459,,52.05882353,10.2,1.636843549,556410980.6,,,,,,4.9,77.898,72.212,74.936,,,,,,,,,9.085,13.391,14.853,13.035,33.5,2.7
GRL,Greenland,Europe & Central Asia,High income,ECI-GRL-2021,2021,,,,,,3235809504,1.290210488,1459827428,3697865777,,-0.416168295,-0.416168295,,,,85.1523061,,100,,0.0854,0.001,0.000535997,11.6,10.82202178,,,,,,,,73.75,69.97,71.81390244,,,100,,,,,,,,,,,6.287113083
GTM,Guatemala,Latin America & Caribbean,Upper middle income,ECI-GTM-2021,2021,-2985588770,4.193354944,3626364530,0.74096252,640775760,86478835636,8.033267715,9711000638,98584195621,4.261051274,3.166421252,3.166421252,337658309.6,-10927593400,-12097077680,49.24786942,8.02345028,97.9,0.4347,10.262,,32.81261665,62.1,2.400320479,24093737572,25688538470,25688538470,,12.84,,2,72.651,66.005,69.237,,,94.249619,56.03049355,,,,,2.594,2.83,4.084,2.174,3.871,7.734388333
GUM,Guam,East Asia & Pacific,High income,ECI-GUM-2021,2021,,,,,,6234000000,2.058183257,,,,3.25017572,3.25017572,,,,61.83830606,,100,,,,51.85185185,4.5,0.092225005,,,,,,,,80.704,72.982,76.656,,,99.6952,99.05979173,,,,,,,,,,1
GUY,Guyana,Latin America & Caribbean,High income,ECI-GUY-2021,2021,-2234057115,27.81249257,2236503735,0.030425436,2446620,8041363893,20.06002806,,,5.032855746,22.41769331,22.41769331,76544945.16,654516160.6,-1970918942,,39.72638844,92.9,,1.0088,0.0001,93.50334417,13.2,9.022884625,1467305760,,,,,,1.71,69.104,62.481,65.673,,,95.56886613,,82.7225263,,,,,,,,,208.5
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,ECI-HKG-2021,2021,-43744587328,37.18381916,137191000000,25.32741003,93446535398,368954000000,6.454408241,46774643811,348408000000,1.568758344,0.68363696,0.68363696,,3159976994,20534613691,402.4596815,38.18002171,100,,6.9097,0.011,,0.4,5.459510866,,,,,,,,87.94,83.24,85.53268293,,,100,100,,,,,4.048,6.121,5.533,5.174,12.819,7.77325
HND,Honduras,Latin America & Caribbean,Lower middle income,ECI-HND-2021,2021,-512674750.2,2.843613297,800315953.2,1.022021798,287641203,28144331507,12.56528438,4411351206,35079614542,4.480879634,4.605728089,4.605728089,420766162.5,-6805126058,-6816948631,103.3726435,20.21251795,94.1,,4.5973,0.0318,56.6476897,45.9,2.088917098,10391783583,17766082541,12873704269,4892378271,,,4.66,72.534,67.894,70.123,,,95.4270668,64.82911437,84.9569378,,73.6,,6.021,9.12,9.625,8.506,14.349,24.01665532
HRV,Croatia,Europe & Central Asia,High income,ECI-HRV-2021,2021,-3944547352,7.427067577,5125181839,1.710895807,1180634487,69006802299,12.63170033,15917567825,70903813143,2.554506996,2.08111753,2.08111753,1360346003,-13474342062,-1890863158,102.3084308,32.15413707,100,0.0717,6.1622,,34.69639028,34.1,6.540042346,,,,,3.66,,,79.6,73.4,76.42439024,99.44999695,99.76000214,,,,0.5,18,13.3,4.904,10.498,8.45,7.608,21.904,6.360083167
HTI,Haiti,Latin America & Caribbean,Lower middle income,ECI-HTI-2021,2021,-51299000,0.245715287,51299000,,,20877414953,-1.798239889,1560159991,25723299880,16.84152402,18.96023641,18.96023641,29230408.21,-3285721965,-3776202635,37.16540177,3.705619321,47.2,,1.395,,12.48875181,76.7,1.179717662,2102667113,,,,,,0.12,66.119,60.399,63.192,,,67.06127542,,22.47907502,,,,,,,,,89.22663651
HUN,Hungary,Europe & Central Asia,High income,ECI-HUN-2021,2021,-3962784856,18.38887572,33487981474,16.21283658,29525196618,182110000000,7.06122061,38058139094,181757000000,5.110965344,6.439248105,6.439248105,2409589009,-5287198325,331813860,159.6882741,26.46386319,100,0.1643,13.6,0.0182,22.48034955,15.3,6.911519398,,,,,5.4,,,77.8,70.7,74.16341463,99.09999847,98.69999695,99.99999885,99.99999885,,0.4,12.1,9.7,1.744,11,3.942,4.045,13.482,303.1408333
IDN,Indonesia,East Asia & Pacific,Upper middle income,ECI-IDN-2021,2021,-17286354128,1.787855631,21213080330,0.330947672,3926726202,1186510000000,3.702885628,109716000000,1142900000000,1.560129905,6.003973221,6.003973221,8802514800,43806016676,29207502575,40.20475827,3.582023575,99.2,5.8428,135.6674,0.1672,48.36194487,20.2,3.891766792,362000000000,896000000000,555000000000,340000000000,12.98,,5.76,69.744,65.533,67.57,,,93.35176582,29.99125244,78.81205632,3.3,10.1,26.2,4.43,2.252,6.704,3.827,13.867,14308.1439
IMN,Isle of Man,Europe & Central Asia,High income,ECI-IMN-2021,2021,,,,,,7931193222,3.837836666,,,,6.514916898,6.514916898,,,,,,100,,,,6.070175439,3.2,,,,,,,,,82.531,78.564,80.525,,,99.74742984,99.36953147,,,,,,,,,,0.727064945
IND,India,South Asia,Lower middle income,ECI-IND-2021,2021,-27488543123,1.41217101,44727277563,0.544277281,17238734439,3167270000000,9.689592492,331815000000,3279470000000,5.131407472,8.354907715,8.354907715,76348538794,-176721000000,-74039374428,45.42308878,11.95443976,99.6,29.2446,295.0934,,24.35982901,34.9,2.602073018,474000000000,,,,,,1.66,68.886,65.756,67.24,,,92.72465388,,74.23072608,,,33.1,15.781,4.877,9.571,6.38,20.684,73.91801282
IRL,Ireland,Europe & Central Asia,High income,ECI-IRL-2021,2021,48056570780,14.62861711,77722796051,23.6735976,125779000000,531307000000,16.25561324,62085132925,310179000000,2.340341134,1.098103052,1.098103052,1267738884,199248000000,222321000000,224.4188359,142.7778458,100,0.1731,10.6207,0.0103,11.40978371,12.7,12.18231713,,,,,3.29,,,84.3,80.5,82.35365854,,,95.99583147,95.99583147,,16.1,14,7.8,4.128,10.182,8.155,6.364,15.616,0.845494139
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,ECI-IRN-2021,2021,,0.021282641,81605350,0.021282641,81605350,383436000000,4.719777732,54576685548,371282000000,43.38901627,56.31965464,56.31965464,5679960983,,,44.37383405,,100,1.6055,134.1631,,6.635211094,0.9,10.53218993,1059723274,,,,,,0.09,76.808,71.246,73.875,,,97.57192402,94.08863277,,0.8,,21.1,13.763,6.437,10.033,9.282,23.708,42000
IRQ,Iraq,Middle East & North Africa,Upper middle income,ECI-IRQ-2021,2021,2771900000,-1.257702098,-2637300000,0.064189399,134600000,209692000000,1.50218071,37151768621,166682000000,6.041864891,38.89983315,38.89983315,4771002729,38362700000,27553600000,61.50326831,10.09218543,100,0.1148,33.4508,,1.900361184,1.1,7.796177358,20616612737,,,,,,1.98,72.422,68.2,70.378,,,98.37115437,59.70278242,97.38989164,,,,18.841,14.662,13.4,16.173,35.37,1450
ISL,Iceland,Europe & Central Asia,High income,ECI-ISL-2021,2021,-504998558.2,1.801545456,465254287.7,-0.153896722,-39744270.44,25825287184,5.254209753,7060279615,26271573031,4.444239702,6.372026146,6.372026146,,-1047266799,-444359604.8,76.2731815,24.80633308,100,0.0006,0.8748,0.0008,0.515719528,82.4,11.70084828,,,,,10.19,,,84.6,81.8,83.16585366,,,100,100,,,,,4.081,9.959,5.883,6.029,12.069,126.9888602
ISR,Israel,Middle East & North Africa,High income,ECI-ISR-2021,2021,-8580700000,3.869630312,18949900000,2.117423872,10369200000,489708000000,9.343907746,108359000000,475011000000,1.510200477,2.070202117,2.070202117,24340979541,-21664200000,17556300000,55.0617294,22.10963234,100,0.0717,17.345,,6.469500924,6.2,8.370755704,,,,,7.25,,,84.6,80.5,82.5,,,100,99.48556442,,0.3,,22.2,3.457,7.377,5.5,4.812,7.682,3.230198323
ITA,Italy,Europe & Central Asia,High income,ECI-ITA-2021,2021,29959682048,1.142725635,24902365871,2.517522633,54862048916,2179210000000,8.931062066,418290000000,2134730000000,1.873783258,1.283321912,1.283321912,36232722327,57963429191,46497270287,60.30197762,10.03815832,100,0.8285,98.2405,0.4239,32.53089947,17.5,6.877733417,,,,,6.91,,,84.9,80.5,82.64634146,,,99.91703407,92.71055756,,2.4,20.1,16.6,5.049,13.229,9.203,9.497,29.676,0.845494139
JAM,Jamaica,Latin America & Caribbean,Upper middle income,ECI-JAM-2021,2021,-264325079,2.186444598,320480000,0.383111656,56154921,14657586127,4.601424504,,,5.862782428,7.425960713,7.425960713,217577299.2,-2781806897,-3004608496,,41.3616629,100,,2.3095,0.0007,55.47306556,10.5,2.724864872,11975268033,,,,,,9.96,72.543,68.469,70.5,,,91.06403594,,,0.7,16.7,22,2.821,2.921,6.808,5.188,15.614,150.7901059
JOR,Jordan,Middle East & North Africa,Lower middle income,ECI-JOR-2021,2021,-605915493,1.34316062,621830985.9,0.03437761,15915492.96,46296100141,3.65564191,7333802817,55497183099,1.346093772,2.203606005,2.203606005,2176760563,-9809577465,-9451830986,80.33286994,18.71967368,99.9,0.015,7.9317,0.0002,1.098047165,11.5,2.845733501,23935634632,,,,,,6.8,76.773,72.128,74.256,,,98.96502866,85.71292166,,,,,27.9,22.862,11.773,19.837,43.738,0.71
JPN,Japan,East Asia & Pacific,High income,ECI-JPN-2021,2021,174665000000,0.695725962,35027163876,4.164997692,209692000000,5034620000000,2.559320239,1070610000000,5060830000000,-0.233352779,-0.190060625,-0.190060625,50957471034,16705695756,-21810914913,36.77148329,7.553455263,100,0.6106,183.2351,3.3304,68.40877915,8.8,9.402885274,,,,,6.16,,,87.57,81.47,84.44560976,,,99.13674217,98.6585502,,,,,,,,2.809,4.707,109.7543238
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,ECI-KAZ-2021,2021,-1901441602,2.316758746,4566615415,1.352109644,2665173814,197112000000,4.299999997,22215235233,176305000000,8.04147134,13.93007506,13.93007506,1617793375,24228119358,22128581996,58.66860858,7.087119675,100,0.4605,22.6479,,1.290483832,2,16.37052264,147000000000,38958523619,36832441283,2126082335,6.8,,18.01,74.03,66.33,70.23,,,95.44405932,89.34996923,,,5.2,8.3,,,,,,425.9075
KEN,Kenya,Sub-Saharan Africa,Lower middle income,ECI-KEN-2021,2021,383613637.7,0.382593997,419719612.9,0.732275713,803333250.6,109704000000,7.590489473,13325547450,118518000000,6.107936037,4.330747559,4.330747559,1191035199,-11152052174,-10186155786,30.82430318,8.281669254,76.5,0.1965,10.8216,0.0014,6.344818498,67.7,1.913043883,35871207402,67927693671,62001717243,5925976428,17.47,,2.26,64.09,58.935,61.427,,,62.19883728,,37.54742265,38.5,38.6,45.7,8.619,3.731,7.981,5.693,12.425,109.6377466
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,ECI-KGZ-2021,2021,-560722500,2.445692768,226205400,-3.616739707,-334517100,9249133946,5.507007627,1538403065,11899029052,11.90503982,15.99279792,15.99279792,262700109.9,-2418071962,-2636032232,100.2613769,13.63997974,99.7,0.1282,1.6261,,6.953180396,27.6,3.122142846,7824691257,,,,2.98,,6.85,76.1,67.9,71.9,,,90.75355704,76.4097769,,0.7,33.3,19.5,,,,5.149,11.665,84.64082201
KHM,Cambodia,East Asia & Pacific,Lower middle income,ECI-KHM-2021,2021,-3391043981,9.468459111,3483461606,0.251201995,92417625.05,36790163687,3.089842841,2415563566,36699784032,2.920734776,2.645734035,2.645734035,630407255,-11205294340,-12637667295,146.1798465,7.466578373,82.5,,6.8498,0.0123,44.82596873,52.4,2.837282587,15260673127,,,,1.98,,6.15,72.291,66.819,69.584,71.92725372,91.83219147,77.06604334,28.46830325,81.20646675,,,,,0.491,,0.396,0.833,4098.722795
KIR,Kiribati,East Asia & Pacific,Lower middle income,ECI-KIR-2021,2021,-929993.2183,0.356459005,1031375.962,0.035039397,101382.7437,289339292.2,8.522661217,152805824.8,475152568.8,2.053616768,9.47162129,9.47162129,,-135556187.2,-191229248,73.45015565,20.08019152,92.8,,0.045,,1.456790123,42.2,0.940978524,,,,,0.79,,,69.096,65.504,67.417,,,74.8564949,14.19515155,55.62993969,,,,,,,,,1.33122426
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,ECI-KNA-2021,2021,-25258696.09,2.787232689,23931799.25,-0.15453791,-1326896.836,858622222.2,0.479678357,,,1.19568887,-3.325967194,-3.325967194,,-225999186.3,-18062680.7,,59.6193126,100,,0.0382,,42.30769231,1.6,3.38515493,,,,,,,,75.341,68.346,71.682,,,,,,,,,,,,,,2.7
KOR,"Korea, Rep.",East Asia & Pacific,High income,ECI-KOR-2021,2021,43940200000,1.213154999,22060400000,3.629533363,66000600000,1818430000000,4.304734819,330224000000,1753790000000,2.498333333,2.762931941,2.762931941,50873788105,75730900000,70444200000,80.19945693,13.48324741,100,0.4563,103.2321,1.6141,64.31352459,3.6,13.72473106,,1200000000000,1010000000000,196000000000,3.3,,,86.6,80.6,83.52682927,,,99.92958764,99.21021813,,0.1,,14.2,3.627,3.78,3.574,3.639,8.125,1143.951667
KWT,Kuwait,Middle East & North Africa,High income,ECI-KWT-2021,2021,-1968628399,-0.183441066,-272335307.1,-1.509480265,-2240963706,148459000000,2.260806098,37668084843,116637000000,3.423629476,28.77708368,28.77708368,9024335548,40549562115,28167224975,81.94037976,20.06850505,100,0.0031,16.0383,0.0004,0.350729517,0.1,36.18561914,,,,,,,,81.463,77.192,78.673,,,100,100,,,,,,,,,,0.301643111
LAO,Lao PDR,East Asia & Pacific,Lower middle income,ECI-LAO-2021,2021,-1071913716,5.69344696,1071913716,,,18827148531,2.528351005,,,3.755620367,3.713448367,3.713448367,,1419492469,1292759326,,2.004510977,100,,2.4932,0.0149,71.75476603,51.5,5.204989968,18150762148,,,,11.01,,12.89,70.078,66.154,68.061,,,85.34039989,17.77669824,55.81001562,,,,,,,,,9697.915789
LBN,Lebanon,Middle East & North Africa,Lower middle income,ECI-LBN-2021,2021,-1938565216,2.592900684,599788270.8,-5.787568423,-1338776945,23131941557,-7.001238625,545945470,29326065929,154.756096,150.0007168,150.0007168,171587396,-8885129633,-7983310845,78.8286204,46.56626262,100,0.0054,7.1305,,14.06940371,6.8,4.148127654,52923122335,,,,15.23,,28.65,77.251,72.847,75.047,,,92.6,47.7,,,,,,,,,,1507.5
LBR,Liberia,Sub-Saharan Africa,Low income,ECI-LBR-2021,2021,-535582905.5,15.24552687,535582905.5,2.590979717,91022400,3513049500,4.986712835,,,7.815593859,5.354276045,5.354276045,29723000,-456551769.6,-698395251.8,,15.97069443,29.8,,0.7967,,78.77055648,93.2,0.839499685,1050196858,,,,,,1.83,62.072,59.411,60.747,,,75.13533668,,3.171951573,,,,,,,,,166.1537008
LBY,Libya,Middle East & North Africa,Upper middle income,ECI-LBY-2021,2021,-377600000,1.71219284,603000000,0.640013708,225400000,35217995647,28.33346246,12197566689,28049752804,2.868330278,90.40560641,90.40560641,,15339800000,6973400000,164.28407,24.22625094,70.2,0.0268,16.8554,,0.123327688,3.1,12.62846391,,,,,,,,74.396,69.63,71.911,,,99.8915238,,,,,,,,,,,4.514425
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,ECI-LCA-2021,2021,-126470153.8,5.832046763,108895113.1,-0.941258574,-17575040.65,1867185185,11.59947362,,,2.410703122,11.59321211,11.59321211,,-503653814.5,-181006482.6,,49.62001238,100,,0.0953,,34.04918033,9.7,2.390181602,721654654.2,,,,,,2.53,74.717,67.838,71.111,,,96.88823302,,,,,,13.422,29.244,,20.514,46.268,2.7
LIE,Liechtenstein,Europe & Central Asia,High income,ECI-LIE-2021,2021,,,,,,7710380086,,,,,,,,,,,,100,,,,41.875,53.6,,,,,,,,,86.4,82.5,84.40243902,,,100,100,,,,,,,,,,
LKA,Sri Lanka,South Asia,Lower middle income,ECI-LKA-2021,2021,-574849254.6,0.668428487,592289969.9,0.019682709,17440715.28,88609324902,4.207476495,8374879191,95155010231,7.014780712,8.021090174,8.021090174,1539694804,-8138835246,-6552496707,41.22997541,3.795955496,100,0.183,10.1949,,34.10701584,48.8,1.831264669,47522804715,,,,34.08,,5.48,79.502,73.11,76.399,92,99,89.00221413,47.35929945,85.32978293,,,,3.865,3.145,8.749,4.981,25.884,198.7643168
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,ECI-LSO-2021,2021,12372192.46,-0.512915646,-12372192.46,,,2412130057,2.26671067,836725862.8,3543281578,6.04774592,3.123781065,3.123781065,37044054.95,-753153072.6,-1140233980,139.1864795,17.83981983,50.4,,0.4475,,1.137022398,33.6,1.117334986,1632850907,,,,3.25,,3.4,55.927,50.374,53.062,,,73.62876066,27.86573298,5.540652354,,,,,,,,,14.77867821
LTU,Lithuania,Europe & Central Asia,High income,ECI-LTU-2021,2021,-1237540187,3.740642344,2507626416,1.894595742,1270086229,67037321009,6.380016762,11729851863,64052047801,4.683544209,5.999765869,5.999765869,1306764428,-3417918642,3002108491,154.8067277,38.25575408,100,0.4111,6.0921,0.0019,35.18074908,33.2,8.03159339,,,,,1.43,,,78.8,69.5,74.03658537,99.83000183,99.94999695,98.02597266,94.95175037,,0.4,20.9,13.1,4.044,16.441,9.287,7.112,14.311,0.845494139
LUX,Luxembourg,Europe & Central Asia,High income,ECI-LUX-2021,2021,177813000000,60.96252483,52174231870,60.96252483,52174231870,85584105994,7.168401987,14953208329,57081039099,2.526920091,4.643892318,4.643892318,403263954.6,805861074.1,35293573995,393.1411982,329.077443,100,,4.9882,,34.45382721,20.5,14.38621763,,,,,0.39,,,84.8,80.5,82.59756098,,,99.88300827,99.52723298,,2.7,17.3,13.4,4.019,8.952,5.79,5.571,18.684,0.845494139
LVA,Latvia,Europe & Central Asia,High income,ECI-LVA-2021,2021,-1057545381,9.778899553,3734085090,7.003132802,2674155066,38185125733,6.947233162,8297618726,39397088008,3.275829374,3.297678423,3.297678423,823084200.6,-3276522623,-1218651821,136.7901708,27.6765331,100,0.2113,3.1257,,54.87160534,44,6.295867848,,,,,1.33,,,78,68.2,72.9804878,99.88999939,99.81999969,98.8420438,96.8256719,,0.5,22.5,14.7,4.482,15.484,8.826,7.513,14.791,0.845494139
